ID,ATTi1,ATTi1R,ATTi2,ATTi3,ATTc1,ATTc1R,ATTc2,ATTc3,PNA1_t1,PNA2_t1,PNA3_t1,PNA4_t1,PNA5_t1,PNA6_t1,PNA7_t1,PNA8_t1,PNA9_t1,PNA10_t1,PNA11_t1,PNA12_t1,MMX1_t1,MMX2_t1,MMX3_t1,MMX4_t1,MMX5_t1,KSI1_t1,KSI2_t1,KSI3_t1,KSI4_t1,CS1_t1,CS2_t1,CS3_t1,WE1_t1,WE2_t1,WE3_t1,WE4_t1,WE5_t1,WE6_t1,WE7_t1,WE8_t1,WE9_t1,SD1_t1,SD2_t1,SD3_t1,SD4_t1,SD5_t1,PA_life_t1,PA_health_t1,PA_work_t1,JD1,JD2,JD3,JD4,JD4_R,JD5,KN1,KN2,KN3,KN4,TD1,TD2,TD3,OPEN1,OPEN2,OPEN3,IDg1_t1,IDw1_t1,IDg2_t1,IDw2_t1,age_t1,gender_t1,edu_t1,SO_t1,COMexp_year,COMexp_mon,GOUexp_year,GOUexp_mon,GOU_n,level,level_2,IND,IND_other,SS1,SS2,BJW1,BJW2,BJW3,BJW4,BJW5,BJW6,PNA1_t2,PNA3_t2,PNA5_t2,PNA6_t2,PNA7_t2,PNA8_t2,PNA9_t2,PNA10_t2,PNA11_t2,PNA12_t2,MMX1_t2,MMX2_t2,MMX3_t2,MMX4_t2,MMX5_t2,KSI1_t2,KSI2_t2,KSI3_t2,KSI4_t2,CS1_t2,CS2_t2,CS3_t2,WE1_t2,WE2_t2,WE3_t2,WE4_t2,WE5_t2,WE6_t2,WE7_t2,WE8_t2,WE9_t2,PA_life_t2,PA_health_t2,PA_work_t2,BSRS1,BSRS2,BSRS3,BSRS4,BSRS5,SE1,SE2,SE2_R,SD1_t2,SD2_t2,SD3_t2,SD4_t2,SD5_t2,LON1,LON2,LON3,LON3_R,LON4,LON5,LON6,LON6_R,LON7,LON8,IDg1_t2,IDw1_t2,IDg2_t2,IDw2_t2,VOTE1,VOTE1_other,VOTE2,VOTE3,VOTE4,age_t2,gender_t2,edu_t2,SO_t2,REL,mPA_t1_4,mPA_t1_6,mNA_t1,mMMX_t1,mKSI_t1,mCS_t1,mWE_t1,mSD_t1,mJD_t1,mKN_t1,mTD_t1,mOPEN_t1,mSS_t2,mBJW_t2,mPA_t2,mNA_t2,mMMX_t2,mKSI_t2,mCS_t2,mWE_t2,mBSRS_t2,mSE_t2,mSD_t2,mLON_t2,xPA,xNA,xMMX,xKSI,xCS,xWE,xSD,xPAlife,xPAhealth,xPAwork,midAtti,midAttc,xsAtti,xyAttic,ysAttc,SOdummy,Wellbeiing_allT1,ATTi_both,ATTc_both,xATT_imc,xATT_ab,absxPA,absxKSI,tenure_group,xPA6,xPA4,mPA_t1
58,5,1.00,2,4,4,2.00,2,4,3,2,4,4,5,4,2,2,1,1,1,2,4,4,5,3,3,4,4,4,4,4,4,4,3,3,4,3,4,5,5,5,4,2,2,3,2,1,8,3,6,2,3,2,4,2,3,4,4,3,3,4,4,3,4,3,4,5,5,4,5,24,0,6,1,2,5.0,2,5.0,20,2, ,1, ,2,2,2,4,3,2,4,3,3,4,5,4,2,3,1,1,2,2,4,4,4,4,4,5,5,5,5,4,4,4,3,4,4,4,3,4,4,4,4,8,2,6,1,2,3,1,2,4,1,5,3,3,2,3,1,2,2,3,3,2,1,4,2,2,2,3,2,2,4,1, ,4,4,3,24,0,6,1,7,4.00,3.67,1.60,3.80,4.00,4.00,4.00,2.00,2.40,3.50,3.67,3.67,2.00,3.00,4.00,2.00,4.00,5.00,4.00,3.78,1.80,4.50,2.40,2.00,.00,.40,.20,1.00,.00,-.22,.40,.00,-1.00,.00,2.00,1.00,4.00,2.00,1.00,1.00,5.67,1.50,2.00,-.50,.50,.33,1.00,2.42,.33,.00,4.00
70,3,3.00,3,3,3,3.00,3,3,3,4,3,4,3,3,3,3,4,3,3,4,4,3,3,4,3,4,4,4,4,4,3,3,3,3,3,4,3,3,3,4,4,5,5,5,5,5,6,3,4,3,4,5,3,3,5,4,3,3,3,3,3,4,4,4,3,4,4,4,4,36,1,6,3,13,.0,13,.0,2000,1, ,1, ,3,4,2,2,3,3,4,3,4,4,3,4,4,5,4,4,3,4,4,3,4,4,3,4,4,4,4,5,5,5,5,5,5,5,4,5,4,4,4,8,3,5,2,3,4,3,3,4,3,3,4,4,4,4,4,2,2,4,2,2,3,3,3,2,3,2,4,6,5,1, ,1,1,3,35,1,6,3,7,3.00,3.33,3.40,3.40,4.00,3.33,3.33,5.00,4.00,3.25,3.33,3.67,3.50,2.83,3.75,4.00,3.60,4.00,5.00,4.56,3.00,3.50,4.00,2.38,.75,.60,.20,.00,1.67,1.22,-1.00,2.00,.00,1.00,.00,.00,.00,.00,.00,.00,4.33,3.00,3.00,.00,.00,.42,.00,13.00,.42,.75,3.00
9,2,4.00,4,3,3,3.00,5,4,2,3,4,4,2,1,5,5,5,5,1,5,3,4,4,4,3,2,2,2,3,3,3,3,2,2,2,4,2,1,1,1,2,5,5,5,5,5,1,1,2,5,5,4,2,4,5,3,3,3,3,3,3,3,3,3,3,4,5,5,3,20,1,4,1,1,1.0,1,1.0,30,1, ,18, ,2,3,1,3,1,1,1,1,3,3,2,1,5,5,5,4,3,5,4,4,4,4,4,4,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,1,1,4,4,5,5,5,5,1,5,1,5,5,3,5,5,5,5,2,4,5,5,2,4,5,5,6,4,5,4,5, ,1,3,1,20,1,4,4,6,2.25,2.67,4.20,3.60,2.25,3.00,1.89,5.00,4.60,3.00,3.00,3.00,2.50,1.33,2.25,4.60,4.00,4.00,3.00,2.00,4.80,1.00,4.60,4.75,.00,.40,.40,1.75,.00,.11,-.40,.00,.00,2.00,-1.00,.00,1.00,.00,.00,.00,1.33,4.00,4.00,.00,.00,.42,1.75,1.08,-.42,.00,2.25
38,2,4.00,4,4,2,4.00,4,3,2,3,4,4,3,3,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,4,2,3,4,5,3,5,5,3,3,4,7,2,5,5,4,4,2,4,3,4,4,4,4,4,4,4,4,4,4,5,5,6,5,30,1,7,3,1,2.0,1,2.0,20,1, ,1, ,3,3,2,2,3,3,3,2,3,3,3,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,4,3,7,2,5,3,3,4,3,2,4,2,4,3,3,3,4,4,2,1,4,2,2,2,4,2,1,2,5,5,5,4,1, ,3,1,4,30,1,7,3,7,3.00,3.17,2.80,4.00,4.00,4.00,3.11,4.00,4.00,4.00,4.00,4.00,3.00,2.50,3.25,3.20,4.00,4.00,4.00,3.22,3.00,4.00,3.40,1.75,.25,.40,.00,.00,.00,.11,-.60,.00,.00,.00,-1.00,-1.00,1.00,1.00,1.00,.00,4.67,4.00,4.00,.00,.00,.08,.00,1.17,.08,.25,3.00
18,1,5.00,5,5,1,5.00,5,4,2,4,3,3,1,2,2,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,3,3,3,2,4,4,3,4,4,2,2,3,4,4,4,4,2,4,3,4,4,4,4,4,4,4,4,4,5,5,6,5,29,1,7,3,0,3.0,0,3.0,7,1, ,13, ,4,4,2,2,3,3,3,2,2,2,1,2,3,4,3,2,5,5,4,4,4,4,4,3,3,3,3,4,4,4,2,2,2,3,2,2,3,2,2,3,2,4,3,3,4,4,4,3,4,2,4,4,4,4,4,3,2,2,4,3,3,3,3,2,4,5,4,6,4,1, ,3,3,3,29,1,7,3,6,2.00,2.50,3.40,4.00,4.00,4.00,2.78,3.80,3.60,3.75,4.00,4.00,4.00,2.50,1.75,4.00,4.00,3.00,4.00,2.22,3.60,2.50,4.00,3.00,-.25,.60,.00,-1.00,.00,-.56,.20,1.00,.00,1.00,-2.00,-2.00,4.00,4.00,4.00,.00,2.33,5.00,5.00,.00,.00,.75,1.00,.25,-.75,-.25,2.00
198,1,5.00,5,5,1,5.00,5,5,3,4,3,4,4,5,3,3,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,3,2,2,2,2,2,8,4,5,4,3,3,2,4,2,4,4,4,4,4,4,3,4,3,4,4,4,6,5,33,1,7,3,4,2.0,3,6.0,30,1, ,4, ,3,3,3,3,3,2,3,4,3,3,4,4,3,3,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,8,3,5,4,1,2,2,3,4,1,5,2,2,3,2,2,2,2,2,4,1,1,4,2,3,2,5,5,6,5,1, ,3,4,4,33,1,7,3,7,3.75,3.83,2.80,4.00,4.00,4.00,3.44,2.00,3.20,4.00,3.67,3.67,3.00,3.00,3.50,2.80,4.00,4.00,4.00,3.67,2.40,4.50,2.20,2.13,-.25,.00,.00,.00,.00,.22,.20,.00,-1.00,.00,-2.00,-2.00,4.00,4.00,4.00,.00,5.67,5.00,5.00,.00,.00,.33,.00,3.50,-.33,-.25,3.75
13,1,5.00,5,5,1,5.00,5,5,4,4,4,4,3,4,3,4,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,2,1,2,2,3,3,2,3,2,7,3,3,3,3,1,3,3,2,4,4,4,4,4,4,3,3,4,4,4,4,6,4,23,1,6,3,0,6.0,0,6.0,7,1, ,9, ,5,4,3,3,4,4,3,2,4,3,2,3,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,3,2,4,2,2,2,7,3,4,2,3,3,3,4,4,2,4,3,3,3,4,3,1,1,4,2,1,1,5,1,4,3,3,5,6,4,1, ,4,2,4,23,1,6,3,6,3.75,3.83,3.00,4.00,4.00,4.00,2.22,2.60,2.40,4.00,3.67,3.67,4.50,3.17,3.00,4.20,4.00,4.00,4.00,2.56,3.00,4.00,3.20,1.75,-.75,1.20,.00,.00,.00,.33,.60,.00,.00,1.00,-2.00,-2.00,4.00,4.00,4.00,.00,4.33,5.00,5.00,.00,.00,.83,.00,.50,-.83,-.75,3.75
32,1,5.00,5,5,1,5.00,5,5,5,5,4,5,4,5,3,3,2,1,5,3,5,5,5,4,4,5,5,5,5,5,5,5,4,4,4,5,4,3,5,4,4,3,2,2,2,2,8,3,6,3,3,2,3,3,3,5,5,5,5,3,3,3,4,5,4,4,4,6,6,34,0,7,2,4,5.0,4,5.0,6,1, ,13, ,4,4,1,2,3,2,1,2,3,4,4,5,3,4,4,3,5,4,4,4,5,4,3,4,4,4,4,4,4,4,4,4,4,4,3,2,5,4,4,7,3,5,2,1,1,1,2,5,2,4,2,2,2,2,2,1,1,4,2,2,2,5,1,2,2,5,5,6,6,1, ,4,5,2,33,0,7,2,1,4.50,4.67,3.20,4.60,5.00,5.00,4.11,2.20,2.80,5.00,3.00,4.33,4.00,1.83,4.00,4.00,4.00,4.00,4.00,3.78,1.40,4.50,2.00,1.63,-.50,.80,-.60,-1.00,-1.00,-.33,-.20,-1.00,.00,-1.00,-2.00,-2.00,4.00,4.00,4.00,.00,5.67,5.00,5.00,.00,.00,.67,1.00,4.42,-.67,-.50,4.50
65,1,5.00,5,5,1,5.00,5,4,4,4,5,5,5,5,3,3,1,2,4,3,4,4,4,4,4,4,5,5,4,5,5,5,4,4,3,3,1,2,4,3,3,3,3,3,4,3,7,3,4,3,2,3,3,3,3,4,3,4,4,4,3,1,4,4,3,4,4,6,4,23,1,6,3,1,4.0,1,4.0,9,1, ,9, ,4,3,2,3,4,3,2,4,2,2,3,4,3,4,3,1,3,3,4,4,4,3,4,4,4,4,4,4,4,4,3,3,2,3,1,2,3,3,3,6,3,4,1,2,3,3,1,5,2,4,3,4,3,4,3,1,1,3,3,2,2,4,2,2,1,4,4,6,4,1, ,4,3,3,23,1,6,3,3,4.75,4.67,2.80,4.00,4.50,5.00,3.00,3.20,2.80,3.75,2.67,3.67,3.50,3.00,2.75,3.20,3.80,4.00,4.00,2.56,2.00,4.50,3.40,1.75,-2.00,.40,-.20,-.50,-1.00,-.44,.20,-1.00,.00,.00,-2.00,-2.00,4.00,4.00,4.00,.00,4.67,5.00,5.00,.00,.00,1.92,.50,1.33,-1.92,-2.00,4.75
76,1,5.00,5,5,1,5.00,5,5,4,5,3,4,4,4,1,2,1,1,4,2,5,4,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4,4,4,4,2,2,2,3,1,8,3,6,3,3,2,4,2,3,5,5,5,5,5,5,5,5,5,5,6,6,6,6,39,1,7,5,10,.0,10,.0,2,1, ,4, ,5,5,1,1,3,3,4,4,3,3,3,3,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,8,3,6,2,2,1,1,1,5,2,4,2,2,2,3,1,2,1,2,4,2,3,4,2,2,2,5,5,6,6,1, ,4,3,4,39,1,7,4,3,3.75,4.00,2.00,4.80,5.00,5.00,4.11,2.00,2.60,5.00,5.00,5.00,5.00,2.67,3.00,1.00,4.00,4.00,4.00,3.89,1.40,4.50,2.00,2.25,-.75,-1.00,-.80,-1.00,-1.00,-.22,.00,.00,.00,.00,-2.00,-2.00,4.00,4.00,4.00,.00,5.67,5.00,5.00,.00,.00,1.00,1.00,10.00,-1.00,-.75,3.75
95,1,5.00,5,5,1,5.00,5,5,3,3,2,2,1,2,1,4,3,2,3,5,4,4,4,4,4,3,4,3,5,4,4,4,4,4,4,4,2,4,4,4,4,2,2,2,2,1,4,2,5,3,3,3,4,2,4,4,4,4,4,4,4,3,5,5,4,6,6,6,5,29,1,6,2,1,2.0,1,2.0,30,2, ,0,法律顧問服務,4,4,1,1,2,2,1,2,2,3,3,4,2,3,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,3,5,3,5,3,2,2,2,3,4,2,4,2,3,2,3,2,1,1,4,2,2,2,4,2,3,3,6,6,6,5,1, ,4,1,3,29,1,6,2,7,2.00,2.17,3.20,4.00,3.75,4.00,3.78,1.80,3.00,4.00,3.67,4.67,4.00,1.50,3.00,2.20,4.00,4.00,4.00,3.56,2.40,4.00,2.40,2.00,1.00,-1.00,.00,.25,.00,-.22,.60,1.00,1.00,.00,-2.00,-2.00,4.00,4.00,4.00,.00,3.67,5.00,5.00,.00,.00,.83,.25,1.17,.83,1.00,2.00
192,1,5.00,5,5,1,5.00,5,4,2,4,5,5,3,3,2,3,2,1,1,4,5,5,5,4,4,4,4,4,5,5,5,5,3,3,4,4,1,1,4,2,2,3,3,2,3,2,7,3,5,3,3,3,3,3,3,5,5,5,5,4,4,3,5,5,5,6,5,6,5,32,1,7,2,2,4.0,2,4.0,10,2, ,13, ,4,3,2,2,3,4,4,3,4,2,3,4,4,4,1,2,4,4,5,4,5,4,4,5,5,5,5,4,4,4,2,2,3,4,2,2,4,4,2,7,3,3,3,2,3,3,1,5,2,4,3,3,3,3,3,1,1,4,2,2,2,5,1,3,2,6,5,6,5,1, ,4,4,6,32,1,7,2,7,3.25,3.67,2.40,4.60,4.25,5.00,2.67,2.60,3.00,5.00,3.67,5.00,3.50,3.00,3.25,3.40,4.40,5.00,4.00,2.78,2.40,4.50,3.00,1.75,.00,1.00,-.20,.75,-1.00,.11,.40,.00,.00,-2.00,-2.00,-2.00,4.00,4.00,4.00,.00,5.00,5.00,5.00,.00,.00,.42,.75,2.33,-.42,.00,3.25
7,1,5.00,5,5,1,5.00,5,4,5,4,2,5,3,5,2,3,3,1,4,3,4,5,4,3,3,5,5,5,5,4,4,3,4,4,5,4,2,1,5,5,3,4,4,1,2,3,7,3,6,5,5,4,2,4,4,5,5,5,5,4,5,3,5,5,5,4,6,6,5,25,1,6,3,2,4.0,1,10.0,4,1, ,13, ,2,2,2,4,5,3,3,1,3,1,1,5,4,2,3,1,3,1,3,3,4,3,4,3,4,5,5,4,4,3,3,3,4,2,1,1,5,4,2,6,2,2,1,3,4,3,2,5,1,5,3,4,2,2,4,2,2,4,2,3,3,3,3,3,2,4,6,6,5,1, ,5,4,3,25,1,6,3,7,3.75,4.00,3.00,3.80,5.00,3.67,3.67,2.80,4.40,5.00,4.00,5.00,2.00,3.00,2.50,2.60,3.40,4.25,3.67,2.78,2.60,5.00,3.00,2.50,-1.25,-.40,-.40,-.75,.00,-.89,.20,-1.00,-1.00,-4.00,-2.00,-2.00,4.00,4.00,4.00,.00,5.33,5.00,5.00,.00,.00,1.50,.75,1.83,-1.50,-1.25,3.75
28,1,5.00,5,5,1,5.00,5,5,4,4,3,4,3,4,2,2,2,2,2,2,4,3,4,3,2,4,4,4,4,5,4,4,4,4,3,2,2,3,4,3,2,2,2,2,4,2,9,3,5,2,2,2,4,2,4,4,5,4,4,4,4,2,5,4,4,5,4,4,5,36,1,6,2,10,3.0,10,3.0,15,4, ,2, ,5,4,2,1,3,2,4,3,3,2,2,3,2,3,2,2,2,2,3,4,4,4,3,4,4,4,4,5,5,5,3,3,3,3,2,3,3,2,2,7,3,5,2,2,2,2,1,4,1,5,2,2,2,2,2,1,1,4,2,2,2,5,1,1,1,1,4,3,5,1, ,5,1,2,36,1,6,2,7,3.50,3.67,2.00,3.20,4.00,4.33,3.00,2.40,2.40,4.25,3.33,4.33,4.50,2.50,2.50,2.20,3.60,4.00,5.00,2.67,1.80,4.50,2.00,1.38,-1.00,.20,.40,.00,.67,-.33,-.40,-2.00,.00,.00,-2.00,-2.00,4.00,4.00,4.00,.00,5.67,5.00,5.00,.00,.00,1.17,.00,10.25,-1.17,-1.00,3.50
99,1,5.00,5,5,1,5.00,5,5,4,4,3,4,5,4,3,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,3,2,4,4,3,5,3,7,3,4,3,2,4,4,2,2,5,5,5,5,4,4,2,4,4,4,2,5,6,4,31,1,7,3,3,3.0,3,3.0,45,1, ,16, ,3,4,1,1,2,2,2,3,4,3,4,5,2,2,2,1,1,2,3,3,4,4,4,3,4,4,4,4,4,5,4,4,4,4,2,2,4,4,3,8,3,6,1,2,1,2,2,5,2,4,2,2,4,4,2,2,1,3,3,1,2,4,2,1,2,4,4,6,4,1, ,5,4,3,31,1,7,3,6,4.00,4.00,3.60,4.00,4.00,4.00,3.22,3.80,2.60,5.00,3.33,4.00,3.50,1.83,4.00,1.80,3.60,3.75,4.33,3.44,1.60,4.50,2.80,1.75,.00,-1.80,-.40,-.25,.33,.22,-1.00,1.00,.00,2.00,-2.00,-2.00,4.00,4.00,4.00,.00,4.67,5.00,5.00,.00,.00,.00,.25,3.25,.00,.00,4.00
141,1,5.00,5,5,1,5.00,5,4,3,3,2,4,3,2,5,5,3,2,4,5,5,4,5,4,4,4,4,4,4,5,5,5,4,4,5,5,3,4,5,5,4,5,5,1,4,3,7,2,6,5,4,4,4,2,4,4,4,4,4,4,4,2,5,5,5,5,5,6,6,29,1,6,2,1,7.0,1,7.0,7,1, ,12, ,3,2,1,1,2,2,1,1,2,2,1,1,5,4,4,2,5,5,4,4,4,4,5,4,4,4,4,5,5,4,4,4,4,4,3,3,5,5,4,6,3,6,1,4,5,5,2,4,2,4,4,5,2,4,4,2,2,4,2,4,4,2,4,5,5,6,6,6,6,1, ,5,5,5,29,1,6,2,2,2.50,2.83,4.40,4.40,4.00,5.00,4.33,3.60,3.80,4.00,3.33,5.00,2.50,1.33,1.50,4.60,4.20,4.00,4.67,4.00,3.40,4.00,3.80,3.50,-1.00,.20,-.20,.00,-.33,-.33,.20,-1.00,1.00,.00,-2.00,-2.00,4.00,4.00,4.00,.00,5.00,5.00,5.00,.00,.00,1.33,.00,1.58,-1.33,-1.00,2.50
187,1,5.00,5,5,1,5.00,5,5,4,5,4,5,3,4,4,4,3,2,3,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,5,4,4,4,4,3,4,2,6,2,4,4,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,6,6,6,5,31,0,7,3,0,5.0,0,5.0,2600,1, ,12, ,5,5,1,2,3,3,2,2,2,2,2,2,4,4,4,2,4,5,4,4,4,4,3,5,5,5,5,4,4,4,3,3,4,4,3,3,5,4,3,5,2,5,3,3,3,3,4,3,4,2,4,4,3,4,3,2,2,3,3,3,3,3,3,4,3,5,5,6,5,1, ,5,2,4,31,0,7,3,6,3.75,4.17,3.80,4.00,4.00,4.00,3.67,3.40,3.20,5.00,5.00,5.00,5.00,2.17,2.00,4.20,3.80,5.00,4.00,3.56,3.20,2.50,3.60,2.88,-1.75,.40,-.20,1.00,.00,-.11,.20,-1.00,.00,1.00,-2.00,-2.00,4.00,4.00,4.00,.00,4.00,5.00,5.00,.00,.00,2.17,1.00,.42,-2.17,-1.75,3.75
167,5,1.00,1,5,5,1.00,1,5,4,5,4,4,4,4,2,3,1,1,3,4,4,4,5,4,2,5,4,4,4,4,4,4,4,4,5,4,5,3,4,4,3,3,3,1,3,2,7,2,2,2,2,2,4,2,2,3,2,2,2,2,4,2,4,2,4,5,5,3,4,52,0,4,1,0,2.0,0,2.0,21,1, ,2, ,1,1,2,2,2,2,2,4,4,4,3,4,3,3,2,2,1,2,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,2,4,3,2,1,1,2,4,2,4,2,1,1,2,1,2,2,2,4,1,2,2,4,2,1,2,2,2,5,1, ,1,1,2,53,0,4,1,2,4.00,4.17,2.60,3.80,4.25,4.00,4.00,2.40,2.00,2.25,2.67,3.33,1.00,2.33,3.75,2.20,3.60,4.00,4.00,4.00,1.80,4.00,1.40,2.25,-.25,-.40,-.20,-.25,.00,.00,-1.00,.00,.00,2.00,2.00,2.00,4.00,4.00,4.00,1.00,3.67,1.00,1.00,.00,.00,.42,.25,.17,-.42,-.25,4.00
173,5,1.00,1,5,5,1.00,1,5,4,4,5,5,4,4,3,2,1,1,1,1,5,5,4,5,5,4,4,4,3,5,5,5,3,3,3,4,3,3,4,3,3,4,4,3,3,3,6,2,4,4,4,4,3,3,3,5,3,5,5,5,5,2,5,3,3,1,5,6,5,41,1,7,1,6,1.0,2,2.0,13,1, ,0,研究,2,2,3,3,2,2,2,3,3,4,4,4,1,2,2,1,1,2,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,4,4,3,8,3,5,3,1,3,1,2,4,2,4,3,3,2,3,2,1,1,4,2,1,1,4,2,3,1,2,2,5,5,1, ,1,1,3,41,1,7,1,7,4.25,4.33,1.60,4.80,3.75,5.00,3.22,3.40,3.60,4.50,4.00,3.67,2.00,2.50,3.75,1.60,3.80,4.00,4.00,3.44,2.00,4.00,2.60,1.50,-.50,.00,-1.00,.25,-1.00,.22,-.80,2.00,1.00,1.00,2.00,2.00,4.00,4.00,4.00,1.00,4.00,1.00,1.00,.00,.00,.58,.25,2.17,-.58,-.50,4.25
33,4,2.00,2,4,4,2.00,2,2,3,4,4,4,2,2,3,3,2,1,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,3,3,2,2,1,9,3,5,4,4,3,3,3,3,4,4,4,3,4,3,2,4,3,4,5,5,5,5,38,0,6,1,4,8.0,4,8.0,3,3, ,0,景觀設計,2,2,3,4,3,2,4,4,4,3,3,4,2,2,2,1,4,2,4,4,4,3,3,4,4,4,4,4,4,4,4,3,3,3,4,3,4,3,3,9,3,6,1,2,2,1,3,4,2,4,2,2,2,2,1,1,1,4,2,1,1,5,1,3,1,4,5,5,5,1, ,1,1,2,38,0,6,1,1,2.75,3.17,3.00,3.80,4.00,4.00,3.67,2.20,3.40,3.75,3.00,3.67,2.00,3.33,3.50,2.40,3.60,4.00,4.00,3.33,1.80,4.00,1.80,1.38,.75,-.60,-.20,.00,.00,-.33,-.40,.00,.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,5.67,2.00,2.00,.00,.00,.33,.00,4.67,.33,.75,2.75
46,5,1.00,3,3,5,1.00,3,3,4,3,4,3,3,3,4,2,2,1,3,3,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,3,3,3,2,1,8,3,6,4,2,3,4,2,3,4,4,4,4,4,5,2,4,4,5,5,6,5,5,46,1,7,1,25,5.0,11,5.0,2,1, ,12, ,2,1,3,3,4,3,2,4,3,3,3,3,2,2,1,1,1,3,4,4,5,5,4,4,5,4,5,4,5,5,5,5,5,5,4,3,5,4,4,7,3,6,2,1,2,1,2,4,3,3,2,2,2,1,2,2,2,3,3,2,1,4,2,2,2,5,5,5,5,1, ,1,5,4,46,1,7,1,6,3.50,3.33,2.80,4.80,5.00,5.00,4.78,2.40,2.80,4.00,3.67,4.33,1.50,3.17,3.00,1.80,4.40,4.50,4.67,4.44,1.60,3.50,1.80,2.00,-.50,-1.00,-.40,-.50,-.33,-.33,-.60,-1.00,.00,.00,2.00,2.00,4.00,4.00,4.00,1.00,5.67,2.00,2.00,.00,.00,.33,.50,11.42,-.33,-.50,3.50
91,4,2.00,2,4,4,2.00,2,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,4,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,1,3,2,5,3,4,3,2,3,3,3,2,4,4,4,4,4,4,3,4,3,3,2,2,5,4,27,1,6,1,3,.0,3,.0,2,5, ,9, ,1,1,3,3,4,4,3,2,3,3,3,3,3,3,3,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,3,3,3,3,3,6,3,4,2,2,3,2,2,3,3,3,4,4,1,2,2,2,2,3,3,2,2,2,4,2,2,3,4,5,4,1, ,1,1,3,27,1,6,1,2,3.00,3.00,2.80,3.40,4.00,4.00,3.00,2.40,2.60,4.00,3.67,3.33,1.00,3.17,3.00,2.80,4.00,4.00,4.00,2.89,2.20,3.00,2.60,2.38,.00,.00,.60,.00,.00,-.11,.20,1.00,.00,.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,2.00,2.00,.00,.00,.00,.00,3.00,.00,.00,3.00
100,4,2.00,2,3,4,2.00,2,5,4,2,3,2,2,1,2,3,4,2,2,2,4,4,5,4,3,4,4,4,5,4,4,4,3,3,2,4,2,4,4,3,3,3,3,2,4,2,8,2,5,3,3,2,5,1,1,4,4,4,3,3,4,1,5,4,3,6,5,3,4,25,0,6,1,1,8.0,1,8.0,39,1, ,4, ,2,2,4,5,3,4,4,5,5,4,5,3,3,3,4,2,2,1,4,4,4,3,3,4,5,5,5,4,4,4,3,3,2,4,2,3,4,2,3,8,3,6,1,2,2,2,1,5,1,5,1,2,1,2,1,2,1,5,1,2,1,5,1,1,2,5,5,4,5,1, ,1,3,4,24,0,6,1,7,2.50,2.33,2.60,4.00,4.25,4.00,3.11,2.80,2.00,3.75,2.67,4.00,2.00,4.17,4.25,2.60,3.60,4.75,4.00,2.89,1.60,5.00,1.40,1.38,1.75,.00,-.40,.50,.00,-.22,-1.40,.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,5.00,2.00,2.00,.00,.00,1.92,.50,1.67,1.92,1.75,2.50
